8.4824,14.199,155,0.28892,2.6648,52.159
1.4433,8.3687,359.77,0.28224,0.45268,4.9675
1.672,8.1228,0.067047,-0.030145,0.12539,0
1.8489,21.871,259.28,0.94713,2.1495,34.773
1.5626,20.473,75.521,0.89672,1.1166,14.903
1.075,6.7585,213.77,0.55896,0.69503,7.4513
0.33663,4.1427,285,0.26223,0.271,0
2.5598,21.683,319.36,0.90339,1.8213,29.805
0.96498,6.0441,108.53,0.63855,0.69552,7.4513
1.7205,21.862,195.9,1.194,2.2801,37.256
1.0406,6.4604,53.802,1.222,1.2577,13.661
0.97706,20.549,23.687,0.5083,0.67128,8.6932
1.3475,22.228,123.44,0.92501,1.4038,21.112
0.25553,4.5545,165,0.53808,0.54498,3.7256
3.0418,10.49,319.3,0.85175,1.4412,21.112
2.9856,10.867,251.97,0.55349,1.3528,23.596
1.4175,19.714,359.64,1.0418,1.449,21.112
5.4942,15.82,288.1,0.98773,3.2777,98.717
1.3545,20.637,159.72,0.7498,1.4082,22.354
2.6981,12.603,184.58,0.90645,1.7402,27.321
0.6502,13.114,133.63,0.59383,0.82874,9.935
1.8819,15.773,222.46,-0.72759,0.40864,9.935
1.3808,11.562,81.474,-0.97172,0,0
1.4118,14.725,50.089,-0.74646,0,0
2.3833,15.722,105.89,1.1659,1.6061,23.596
2.6358,15.441,0.37053,1.212,1.6343,23.596
1.8853,10.089,27.676,1.1035,1.3176,18.628
0.90875,6.0766,136.93,1.014,1.067,12.419
0.54984,4.5545,255,0.40644,0.42377,2.4838
1.1649,10.797,292.36,-0.80709,0,0
1.1619,14.09,342.16,-0.39098,0,0
2.106,10.821,158.92,-1.002,0,0
5.9644,16.622,261.18,1.2399,4.0161,205.52
1.8113,21.775,292.82,0.69261,1.672,28.563
0.47833,2.8358,345,0.3718,0.37612,1.2419
0.95317,15.949,308.2,0.68509,1.1039,16.144
0.8583,5.9121,81.59,0.88547,0.91294,8.6932
1.4752,21.31,224.03,1.3095,2.319,37.256
1.7305,20.603,50.618,0.94063,1.0818,13.661
1.0388,6.7074,189.46,1.0536,1.1714,12.419
1.0152,13.909,271.84,1.134,1.5934,23.596
1.8864,21.633,99.596,0.7811,1.147,17.386
1.2551,16.752,245.25,0.89961,1.637,23.596
3.414,15.589,152.25,1.4943,2.4107,37.256
1.8376,15.259,23.684,-0.49301,0,0
1.9107,17.748,179.71,-0.47185,0.60087,12.419
3.2228,10.988,228.78,1.1705,2.0856,33.531
1.5147,11.034,110.43,-1.0452,0,0
3.2014,16.754,201.25,0.83615,2.3093,44.708
1.9466,11.743,205.76,-0.89786,-0.10188,1.2419
1.381,7.7307,336.95,-1.0124,0,0
1.1613,8.7174,272.28,1.3061,1.6009,22.354
3.2495,17.356,129.17,1.1724,1.9589,29.805
1.5218,19.228,338.77,-0.62589,0,0
5.9569,15.351,239.95,0.68222,3.6973,164.54
1.6595,15.628,70.981,1.376,1.5465,22.354
2.0175,18.562,275.83,0.64507,1.6645,26.079
1.7282,10.993,62.464,1.2476,1.424,17.386
4.2982,15.336,324.41,0.62358,1.7455,31.047
4.3178,20.286,240.79,0.25024,2.9038,57.126
0.3081,6.0519,235,0.31429,0.35696,2.4838
3.7357,15.818,358.06,1.0042,1.5564,22.354
2.2545,19.879,1.841,0.45304,0.865,13.661
5.4547,10.686,285,0.59267,1.7413,36.015
6.1644,20.9,298.25,1.1495,3.8435,208
0.99532,6.9537,307.64,0.24978,0.34595,2.4838
2.8628,9.6929,136.05,-0.89331,0,0
0.75591,14.091,167.71,1.3841,1.7362,26.079
1.6084,12.143,2.8908,-1.0055,0,0
1.6237,15.901,88.276,-0.7664,0,0
1.1022,12.633,359.91,0.75709,0.98223,13.661
2.1,9.256,95.405,1.2737,1.5154,18.628
3.0949,10.904,338.44,1.0162,1.5241,24.838
2.6653,22.219,141.75,0.7117,1.7078,34.773
4.491,13.79,304.85,0.83393,2.0703,34.773
1.6701,14.848,290.18,1.2629,1.9169,28.563
1.0206,6.2057,34.159,0.74766,0.78133,7.4513
1.4437,10.763,44.957,-0.90252,0,0
2.2551,8.988,173.54,1.3936,1.8234,24.838
6.021,20.545,261.12,1.0627,3.9404,196.83
3.1568,11.321,269.73,-0.69878,0.3662,7.4513
1.5159,7.861,154.72,1.4429,1.6488,19.87
0.65874,17.582,37.532,0.97528,1.0539,12.419
4.6099,17.794,223.73,0.99795,3.3565,171.99
1.3079,21.86,178.08,0.32338,0.99749,21.112
1.6087,13.459,239.34,-0.88406,-0.04945,0
0.82397,18.3,144.35,0.84894,1.2958,16.144
1.4659,7.959,254.71,-0.97902,0,0
4.6571,13.99,213.87,0.85619,2.8625,58.976
0.91101,13.45,323.84,1.1942,1.5363,21.112
1.642,9.7248,188.73,-1.0454,0,0
1.0008,8.7895,122.49,1.1816,1.3474,16.144
1.3103,22.572,339.85,0.87646,1.347,21.112
1.6503,7.7033,289.46,0.93187,1.1804,14.903
4.8309,18.92,321.39,0.76421,2.3666,40.982
2.7795,18.221,294.18,1.0093,2.1462,32.289
1.4136,14.289,149.61,-1.0553,0,0
0.82463,18.949,112.58,1.0476,1.3365,17.386
0.80029,12.608,95.79,1.228,1.3839,18.628
1.6141,17.455,162.19,-0.68121,0.070946,4.9675
