5.000014259639211645e-01,1.890014535494691561e+00
5.063305579381325305e-01,1.890730227061460766e+00
5.128219753475794507e-01,1.892769666637062809e+00
5.194820010014273848e-01,1.894378879806414950e+00
5.263172904882706948e-01,1.895339615338031081e+00
5.333348543614294668e-01,1.897747256595458509e+00
5.405420821230513262e-01,1.898997262025313493e+00
5.479467681798040335e-01,1.901049546847757954e+00
5.555571399600626181e-01,1.903909410188178830e+00
5.633818884101872149e-01,1.905522220192388261e+00
5.714302011017433625e-01,1.905989346271668827e+00
5.797117982191413166e-01,1.907977684465641310e+00
5.882369717223444594e-01,1.908811128639134491e+00
5.970166280166873118e-01,1.914008008514984427e+00
6.060623345017672747e-01,1.914131254158301099e+00
6.153863704171568250e-01,1.915375807732935698e+00
6.250017824549014556e-01,1.915472847665257161e+00
6.349224456684469109e-01,1.917008244074308143e+00
6.451631302759768261e-01,1.918238423201286125e+00
6.557395750345722529e-01,1.918680528159904419e+00
6.666685679517867502e-01,1.918962492566212097e+00
6.779680352051771219e-01,1.919564312240524373e+00
6.896571392604073925e-01,1.919781751939233061e+00
7.017563873180536760e-01,1.922181181004484207e+00
7.142877513772785125e-01,1.922904215849068121e+00
7.272748014022923924e-01,1.923992354120021453e+00
7.407428532800834908e-01,1.926150812622343000e+00
7.547191335306203674e-01,1.926769423226532219e+00
7.692329630215611891e-01,1.929157511292421745e+00
7.843159622964591682e-01,1.929612750562714085e+00
8.000022815423518674e-01,1.931476204342251535e+00
8.163288587166466215e-01,1.932772167832995880e+00
8.333357099398687184e-01,1.933340504610701727e+00
8.510662569598217431e-01,1.934363764976654965e+00
8.695676973284666156e-01,1.935013779527233524e+00
8.888914239357157410e-01,1.935444056155421588e+00
9.090935017523829043e-01,1.937148504957054707e+00
9.302352110954041908e-01,1.940080105599534033e+00
9.523836685023759907e-01,1.940972120926883981e+00
9.756125384667088118e-01,1.942960500793403877e+00
1.000002851928329051e+00,1.943390228367311456e+00
1.025643950695670936e+00,1.944315846814094861e+00
1.052634580977080514e+00,1.944448156314681819e+00
1.081084164246671531e+00,1.945496300588070770e+00
1.111114279920125236e+00,1.946077294676608282e+00
1.142860402203486725e+00,1.947117148781367213e+00
1.176473943444688919e+00,1.950281196352653401e+00
1.212124669003534549e+00,1.950770193940474906e+00
1.250003564909802911e+00,1.951680904355399093e+00
1.290326260551953652e+00,1.952062918862697671e+00
1.333337135903573500e+00,1.953509223318090182e+00
1.379314278520814785e+00,1.954304111396826471e+00
1.428575502753564042e+00,1.958365824564655355e+00
1.481485706559098947e+00,1.962539588124101897e+00
1.538465926041970855e+00,1.967326962443289862e+00
1.600004563083457843e+00,1.971238765752175048e+00
1.666671419881089022e+00,1.975883281589275065e+00
1.739135394658405165e+00,1.983808483527238931e+00
1.818187003506374522e+00,1.984988117686055764e+00
1.904767337006517458e+00,1.986285594204909799e+00
2.000005703856658101e+00,1.991294147819376636e+00
2.105269161954161028e+00,2.000893900553604610e+00
2.222228559840250472e+00,2.003749932605846773e+00
2.352947886889377838e+00,2.004444713666526656e+00
2.500007129819605822e+00,2.010119420703789572e+00
2.666674271807147001e+00,2.012855377953790548e+00
2.857151005507128083e+00,2.020203158026068202e+00
3.076931852083941710e+00,2.026431202921719965e+00
3.333342839756771703e+00,2.029080755276282844e+00
3.636374007006314635e+00,2.043866525446389915e+00
4.000011407705530431e+00,2.055698565614189732e+00
4.444457119670889078e+00,2.071320826144740224e+00
5.000014259651377024e+00,2.090805736217928423e+00
5.714302011030145678e+00,2.100167657367751239e+00
6.666685679535169662e+00,2.164235416933162348e+00
8.000022815442203949e+00,2.195777810779763417e+00
1.000002851930275405e+01,2.213451487400879714e+00
1.333337135907033932e+01,2.315892868488038214e+00
2.000005703860550810e+01,2.398293323294142798e+00
4.000011407721101619e+01,2.441263499433218520e+00
