datetime,height
2023-06-14 19:48:00,-0.54669
2023-06-14 19:49:00,-0.5503677
2023-06-14 19:50:00,-0.55400485
2023-06-14 19:51:00,-0.55760103
2023-06-14 19:52:00,-0.5611561
2023-06-14 19:53:00,-0.56466985
2023-06-14 19:54:00,-0.56814194
2023-06-14 19:55:00,-0.57157224
2023-06-14 19:56:00,-0.5749605
2023-06-14 19:57:00,-0.57830644
2023-06-14 19:58:00,-0.58160996
2023-06-14 19:59:00,-0.58487076
2023-06-14 20:00:00,-0.58808863
2023-06-14 20:01:00,-0.5912634
2023-06-14 20:02:00,-0.59439486
2023-06-14 20:03:00,-0.59748286
2023-06-14 20:04:00,-0.60052705
2023-06-14 20:05:00,-0.60352737
2023-06-14 20:06:00,-0.60648364
2023-06-14 20:07:00,-0.6093955
2023-06-14 20:08:00,-0.61226296
2023-06-14 20:09:00,-0.6150858
2023-06-14 20:10:00,-0.6178637
2023-06-14 20:11:00,-0.62059665
2023-06-14 20:12:00,-0.6232844
2023-06-14 20:13:00,-0.6259268
2023-06-14 20:14:00,-0.62852365
2023-06-14 20:15:00,-0.63107485
2023-06-14 20:16:00,-0.6335802
2023-06-14 20:17:00,-0.63603956
2023-06-14 20:18:00,-0.63845277
2023-06-14 20:19:00,-0.6408196
2023-06-14 20:20:00,-0.6431401
2023-06-14 20:21:00,-0.6454139
2023-06-14 20:22:00,-0.64764106
2023-06-14 20:23:00,-0.64982134
2023-06-14 20:24:00,-0.6519546
2023-06-14 20:25:00,-0.6540407
2023-06-14 20:26:00,-0.65607953
2023-06-14 20:27:00,-0.65807104
2023-06-14 20:28:00,-0.66001505
2023-06-14 20:29:00,-0.6619115
2023-06-14 20:30:00,-0.6637601
2023-06-14 20:31:00,-0.66556096
2023-06-14 20:32:00,-0.6673138
2023-06-14 20:33:00,-0.6690187
2023-06-14 20:34:00,-0.67067546
2023-06-14 20:35:00,-0.67228395
2023-06-14 20:36:00,-0.6738441
2023-06-14 20:37:00,-0.67535585
2023-06-14 20:38:00,-0.6768191
2023-06-14 20:39:00,-0.6782338
2023-06-14 20:40:00,-0.6795998
2023-06-14 20:41:00,-0.68091714
2023-06-14 20:42:00,-0.6821856
2023-06-14 20:43:00,-0.6834052
2023-06-14 20:44:00,-0.684576
2023-06-14 20:45:00,-0.6856976
2023-06-14 20:46:00,-0.6867703
2023-06-14 20:47:00,-0.6877939
2023-06-14 20:48:00,-0.6887682
2023-06-14 20:49:00,-0.68969345
2023-06-14 20:50:00,-0.69056946
2023-06-14 20:51:00,-0.6913962
2023-06-14 20:52:00,-0.69217354
2023-06-14 20:53:00,-0.6929016
2023-06-14 20:54:00,-0.69358027
2023-06-14 20:55:00,-0.6942095
2023-06-14 20:56:00,-0.6947894
2023-06-14 20:57:00,-0.69531983
2023-06-14 20:58:00,-0.6958008
2023-06-14 20:59:00,-0.6962323
2023-06-14 21:00:00,-0.6966143
2023-06-14 21:01:00,-0.6969469
2023-06-14 21:02:00,-0.69723
2023-06-14 21:03:00,-0.69746363
2023-06-14 21:04:00,-0.6976478
2023-06-14 21:05:00,-0.6977825
2023-06-14 21:06:00,-0.6978678
2023-06-14 21:07:00,-0.6979037
2023-06-14 21:08:00,-0.69789016
2023-06-14 21:09:00,-0.6978273
2023-06-14 21:10:00,-0.697715
2023-06-14 21:11:00,-0.69755346
2023-06-14 21:12:00,-0.69734263
2023-06-14 21:13:00,-0.6970826
2023-06-14 21:14:00,-0.6967733
2023-06-14 21:15:00,-0.6964149
2023-06-14 21:16:00,-0.6960074
2023-06-14 21:17:00,-0.69555086
2023-06-14 21:18:00,-0.69504523
2023-06-14 21:19:00,-0.6944908
2023-06-14 21:20:00,-0.6938874
2023-06-14 21:21:00,-0.69323534
2023-06-14 21:22:00,-0.6925344
2023-06-14 21:23:00,-0.6917849
2023-06-14 21:24:00,-0.6909868
2023-06-14 21:25:00,-0.6901401
2023-06-14 21:26:00,-0.68924516
2023-06-14 21:27:00,-0.6883018
2023-06-14 21:28:00,-0.68731016
2023-06-14 21:29:00,-0.6862705
2023-06-14 21:30:00,-0.68518275
2023-06-14 21:31:00,-0.684047
2023-06-14 21:32:00,-0.6828635
2023-06-14 21:33:00,-0.68163216
2023-06-14 21:34:00,-0.68035334
2023-06-14 21:35:00,-0.67902684
2023-06-14 21:36:00,-0.67765313
2023-06-14 21:37:00,-0.6762321
2023-06-14 21:38:00,-0.67476386
2023-06-14 21:39:00,-0.67324877
2023-06-14 21:40:00,-0.67168665
2023-06-14 21:41:00,-0.6700778
2023-06-14 21:42:00,-0.66842246
2023-06-14 21:43:00,-0.66672057
2023-06-14 21:44:00,-0.66497236
2023-06-14 21:45:00,-0.663178
2023-06-14 21:46:00,-0.6613377
2023-06-14 21:47:00,-0.6594514
2023-06-14 21:48:00,-0.6575195
2023-06-14 21:49:00,-0.6555421
2023-06-14 21:50:00,-0.6535192
2023-06-14 21:51:00,-0.6514511
2023-06-14 21:52:00,-0.649338
2023-06-14 21:53:00,-0.64718
2023-06-14 21:54:00,-0.6449774
2023-06-14 21:55:00,-0.64273024
2023-06-14 21:56:00,-0.6404388
2023-06-14 21:57:00,-0.6381031
2023-06-14 21:58:00,-0.6357236
2023-06-14 21:59:00,-0.6333002
2023-06-14 22:00:00,-0.6308334
2023-06-14 22:01:00,-0.6283231
2023-06-14 22:02:00,-0.6257697
2023-06-14 22:03:00,-0.62317336
2023-06-14 22:04:00,-0.62053424
2023-06-14 22:05:00,-0.61785257
2023-06-14 22:06:00,-0.6151287
2023-06-14 22:07:00,-0.6123626
2023-06-14 22:08:00,-0.60955465
2023-06-14 22:09:00,-0.60670507
2023-06-14 22:10:00,-0.60381407
2023-06-14 22:11:00,-0.6008818
2023-06-14 22:12:00,-0.5979086
2023-06-14 22:13:00,-0.5948947
2023-06-14 22:14:00,-0.59184027
2023-06-14 22:15:00,-0.5887456
2023-06-14 22:16:00,-0.58561087
2023-06-14 22:17:00,-0.5824364
2023-06-14 22:18:00,-0.57922244
2023-06-14 22:19:00,-0.57596916
2023-06-14 22:20:00,-0.5726769
2023-06-14 22:21:00,-0.5693459
2023-06-14 22:22:00,-0.5659763
2023-06-14 22:23:00,-0.5625686
2023-06-14 22:24:00,-0.55912286
2023-06-14 22:25:00,-0.55563945
2023-06-14 22:26:00,-0.55211854
2023-06-14 22:27:00,-0.54856056
2023-06-14 22:28:00,-0.5449657
2023-06-14 22:29:00,-0.54133415
2023-06-14 22:30:00,-0.5376663
2023-06-14 22:31:00,-0.5339625
2023-06-14 22:32:00,-0.53022283
2023-06-14 22:33:00,-0.5264478
2023-06-14 22:34:00,-0.52263755
2023-06-14 22:35:00,-0.5187924
2023-06-14 22:36:00,-0.51491266
2023-06-14 22:37:00,-0.51099867
2023-06-14 22:38:00,-0.5070507
2023-06-14 22:39:00,-0.50306904
2023-06-14 22:40:00,-0.49905398
2023-06-14 22:41:00,-0.49500588
2023-06-14 22:42:00,-0.49092498
2023-06-14 22:43:00,-0.48681167
2023-06-14 22:44:00,-0.4826662
2023-06-14 22:45:00,-0.47848895
