7.7767,11.748,315,0.10086,1.5266,31.084
1.2002,22.177,0.47034,-0.5735,0,0
1.0672,6.5941,155.38,0.84776,0.88287,13.035
0.51579,4.4996,67.286,0.23206,0.25096,2.0054
2.0811,22.143,237.13,0.87803,1.0284,18.049
0.87982,24.4,72.011,1.1637,1.3011,22.059
1.4632,23.467,136.81,1.0817,1.1804,20.054
1.2056,22.14,359.46,-0.35721,0,0
0.7604,5.1771,1.2135,0.88938,0.94857,14.038
0.69249,5.7023,251.77,0.75086,0.79302,13.035
0.7295,5.4945,359.98,-0.87047,0,0
2.1138,18.713,185.04,0.96313,1.0433,18.049
2.5901,11.549,109.49,1.1149,1.2771,22.059
2.616,22.602,295.18,1.013,1.4208,26.07
1.3965,6.6182,204.2,1.2612,1.3097,21.057
2.5862,14.965,39.224,0.77285,1.1309,20.054
0.32085,2.8358,295,0.18267,0.18894,0
2.0166,12.882,280.13,1.0353,1.2322,22.059
0.79219,14.573,75.243,1.0492,1.151,20.054
0.78507,13.643,340.12,0.79365,0.94027,16.043
1.9127,24.567,36.808,0.63324,0.94763,18.049
1.6889,20.511,103.93,0.89952,1.0325,19.051
2.411,13.213,230.85,0.81781,0.97157,17.046
3.189,13.634,4.8813,1.3154,1.8743,117.91
2.139,15.279,153.45,0.9187,1.014,16.043
0.72494,6.3391,34.27,-0.3793,0,0
0.75397,5.9826,324.89,-0.083234,0,0
2.4274,22.388,327.03,1.0595,1.5049,27.073
0.32753,14.756,310.07,0.85006,0.92258,16.043
0.48615,3.9214,97.068,1.2475,1.273,19.051
2.1034,11.214,179.66,1.0435,1.1101,18.049
0.55847,5.2884,126.02,0.62749,0.65381,10.027
1.35,16.83,256.47,1.0811,1.2119,21.057
0.99717,13.936,204.75,1.1063,1.1636,18.049
2.7808,16.967,127.61,0.87741,1.054,18.049
2.1017,8.8089,301.46,0.95486,1.1556,20.054
2.8344,10.025,57.172,1.1599,1.5773,29.078
2.257,22.337,269.86,0.72597,1.0027,17.046
0.5663,11.452,133.33,0.79574,0.84414,14.038
2.7703,19.285,58.701,0.51999,0.93158,18.049
1.0153,9.1323,84.533,-1.0531,0,0
1.0319,18.338,19.256,1.1227,1.319,26.07
3.0411,10.371,359.62,1.0296,1.5083,29.078
1.1282,7.7203,228.38,1.203,1.2714,20.054
2.5972,23.259,202,0.89647,1.0156,18.049
2.2553,11.1,254.36,1.0324,1.2075,21.057
3.2556,16.53,359.57,0.87142,1.4648,26.07
2.6369,20.844,162.33,0.78388,0.88536,14.038
1.5355,7.0203,277.69,0.94407,1.051,18.049
0.56896,11.574,22.899,-0.81701,0,0
1.9626,18.18,219.81,0.6782,0.76736,13.035
0.97682,17.855,283.23,0.65979,0.76947,13.035
0.93372,6.2098,178.22,1.0288,1.0532,17.046
2.763,10.537,321.77,-0.62534,0,0
1.9519,19.422,81.511,0.94192,1.1585,20.054
0.42586,9.9879,1.7388,-0.2932,0,0
0.63571,15.703,97.181,0.75731,0.8222,14.038
3.342,17.747,336.82,0.99728,1.6135,31.084
1.011,8.9849,342.27,-1.17,0,0
3.7091,18.496,313.4,1.1399,1.7882,39.105
2.4289,25.417,15.576,0.94791,1.4946,28.076
2.0834,20.112,38.328,0.57402,0.89739,16.043
2.2578,10.857,157.74,1.0257,1.1111,17.046
1.6802,17.753,0.34778,-0.59447,0,0
0.96178,13.601,55.973,-1.1717,0,0
3.0099,9.8275,37.458,0.94257,1.3112,24.065
0.76656,7.7201,108.97,0.81541,0.87248,15.041
2.1137,8.325,18.553,1.2004,1.4573,30.081
2.8836,10.253,206.97,0.82062,0.93647,16.043
0.79161,7.5727,52.676,-1.2636,0,0
1.0295,15.073,172.34,1.0362,1.0593,16.043
3.6616,13.52,298.48,1.1797,1.6745,35.095
3.564,14.206,325.12,0.91208,1.5654,31.084
3.2508,11.577,86.935,0.92095,1.2119,22.059
1.0045,13.668,358.59,-0.55933,0,0
2.3532,14.938,21.078,-0.37462,0,0
1.9869,17.93,238.14,1.0687,1.2111,21.057
2.9968,17.154,201.77,0.92516,1.0708,18.049
3.3764,15.591,58.025,0.84891,1.3364,26.07
3.4064,10.761,338.86,0.86038,1.4136,28.076
0.62014,14.637,115.17,0.73875,0.79192,13.035
0.86973,5.0706,342.39,-0.016396,0,0
0.42403,8.0842,69.625,1.1716,1.2482,20.054
2.1043,8.2211,137.26,0.83207,0.90972,16.043
1.9714,21.853,19.525,1.0923,1.3881,26.07
0.65936,4.2632,49.706,0.4145,0.44489,7.0189
0.59118,5.6338,307.75,0.69175,0.74271,12.032
1.6908,20.143,140.31,0.48665,0.54237,9.0243
0.59364,12.309,42.393,1.2328,1.3551,23.062
0.9598,18.747,350.72,-0.3737,0,0
0.42464,5.0144,18.931,0.96727,1.0123,16.043
1.2595,11.81,71.456,-0.8372,0,0
0.68473,5.8817,83.244,-0.28292,0,0
3.1878,11.777,20.726,1.1928,1.6753,33.089
0.52371,11.617,298.33,1.019,1.1174,18.049
0.49355,12.504,324.13,1.055,1.1608,20.054
2.7495,22.736,343.61,0.92728,1.4969,29.078
0.7176,15.848,326.12,0.61389,0.72833,13.035
2.1741,14.62,188.14,0.67609,0.75194,11.03
1.4659,22.252,53.255,0.96469,1.1847,20.054
