5.000014259639211645e-01,1.664769638052535194e+00
5.063305579381325305e-01,1.665209392752221795e+00
5.128219753475794507e-01,1.665856633010316390e+00
5.194820010014273848e-01,1.666634096644401986e+00
5.263172904882706948e-01,1.667877740228322914e+00
5.333348543614294668e-01,1.668178534385594824e+00
5.405420821230513262e-01,1.668205316268898120e+00
5.479467681798040335e-01,1.669933016205681353e+00
5.555571399600626181e-01,1.671237978276413516e+00
5.633818884101872149e-01,1.671876180757688957e+00
5.714302011017433625e-01,1.672015869605751881e+00
5.797117982191413166e-01,1.674047152474410494e+00
5.882369717223444594e-01,1.680576681865598276e+00
5.970166280166873118e-01,1.681235261639136835e+00
6.060623345017672747e-01,1.683413368076605021e+00
6.153863704171568250e-01,1.683565277001082494e+00
6.250017824549014556e-01,1.684786456241731400e+00
6.349224456684469109e-01,1.684875550850011949e+00
6.451631302759768261e-01,1.685228655253050656e+00
6.557395750345722529e-01,1.686159926234680473e+00
6.666685679517867502e-01,1.690303178037429133e+00
6.779680352051771219e-01,1.694403291635975251e+00
6.896571392604073925e-01,1.695375767684834889e+00
7.017563873180536760e-01,1.697530893567813060e+00
7.142877513772785125e-01,1.701642507712233243e+00
7.272748014022923924e-01,1.708848942086239830e+00
7.407428532800834908e-01,1.709830732923402818e+00
7.547191335306203674e-01,1.712390471796735980e+00
7.692329630215611891e-01,1.712704854221466677e+00
7.843159622964591682e-01,1.714783618003675292e+00
8.000022815423518674e-01,1.717179378416611391e+00
8.163288587166466215e-01,1.718324358928792428e+00
8.333357099398687184e-01,1.721183168786320827e+00
8.510662569598217431e-01,1.722782906110155610e+00
8.695676973284666156e-01,1.725875326736801663e+00
8.888914239357157410e-01,1.725911552613703215e+00
9.090935017523829043e-01,1.729704372905593202e+00
9.302352110954041908e-01,1.732597974922863715e+00
9.523836685023759907e-01,1.732611554828237477e+00
9.756125384667088118e-01,1.733847569968311575e+00
1.000002851928329051e+00,1.736788004221807791e+00
1.025643950695670936e+00,1.739580130393221014e+00
1.052634580977080514e+00,1.743641199022429200e+00
1.081084164246671531e+00,1.745717002057492362e+00
1.111114279920125236e+00,1.745720604748459470e+00
1.142860402203486725e+00,1.748181252297193122e+00
1.176473943444688919e+00,1.748981874512960166e+00
1.212124669003534549e+00,1.749401877027063401e+00
1.250003564909802911e+00,1.751847768233932179e+00
1.290326260551953652e+00,1.752556738946397852e+00
1.333337135903573500e+00,1.752723883499511803e+00
1.379314278520814785e+00,1.755113961790185417e+00
1.428575502753564042e+00,1.755662583535806176e+00
1.481485706559098947e+00,1.756690424558767560e+00
1.538465926041970855e+00,1.761439856431729734e+00
1.600004563083457843e+00,1.766162100433213311e+00
1.666671419881089022e+00,1.766821786525153426e+00
1.739135394658405165e+00,1.767774014819789574e+00
1.818187003506374522e+00,1.767863094068625740e+00
1.904767337006517458e+00,1.768235765027400763e+00
2.000005703856658101e+00,1.768442404390695000e+00
2.105269161954161028e+00,1.768451703851165346e+00
2.222228559840250472e+00,1.770441052873394039e+00
2.352947886889377838e+00,1.771488178203325381e+00
2.500007129819605822e+00,1.772145079213713670e+00
2.666674271807147001e+00,1.788330239031521218e+00
2.857151005507128083e+00,1.794643948691862612e+00
3.076931852083941710e+00,1.803465554717062602e+00
3.333342839756771703e+00,1.809952770179700243e+00
3.636374007006314635e+00,1.812298936889291223e+00
4.000011407705530431e+00,1.816272348124170488e+00
4.444457119670889078e+00,1.818668505828803461e+00
5.000014259651377024e+00,1.821010066364342705e+00
5.714302011030145678e+00,1.828398763612583577e+00
6.666685679535169662e+00,1.856365653971058460e+00
8.000022815442203949e+00,1.862065657710667788e+00
1.000002851930275405e+01,1.867217269871656704e+00
1.333337135907033932e+01,1.870790209866985521e+00
2.000005703860550810e+01,1.889067912562193863e+00
4.000011407721101619e+01,1.968461994176545549e+00
