12.257,14.199,345,0.60577,3.8376,130.86
2.8437,22.445,0.072693,-0.77107,1.0837,130.86
1.4738,7.6065,171.63,0.96729,1.1846,12.097
0.42017,5.0071,75,0.30502,0.32729,1.0997
1.8051,17.525,259.86,0.97328,1.1904,12.097
1.9345,23.398,117.78,0.98235,1.9664,128.66
0.61799,3.4275,315,0.30344,0,0
2.0764,22.199,58.584,0.65653,2.0655,129.76
1.0038,6.0557,3.7481,0.51558,0.62599,4.3988
2.3172,22.071,175.88,0.8248,1.3571,65.981
1.6013,18.418,312.6,0.70506,1.2046,17.595
2.3778,9.52,122.41,-1.0814,0,0
1.5821,7.6576,222.88,1.0419,1.1505,7.6978
12.223,15.611,85,0.22404,5.168,129.76
11.63,14.199,25,0.069183,4.3399,130.86
1.2928,7.611,359.68,0.1534,0.38179,3.2991
2.8942,22.393,359.8,-0.66676,0.94138,74.779
1.1727,11.646,40.464,0.0039247,0.6008,6.5981
2.0164,18.713,216.05,0.80323,1.0786,12.097
1.1481,15.364,89.7,1.0198,1.8881,27.492
1.2497,7.4431,278.59,-0.046142,0,0
0.77396,16.849,145.48,0.92645,1.4106,16.495
5.3718,10.686,325,0.46718,1.511,25.293
1.6403,14.425,2.1881,1.2828,2.0951,73.679
1.6569,19.507,28.593,1.1929,2.3558,128.66
2.0069,14.569,188.69,0.7964,1.3424,15.396
1.4761,15.157,348.05,0.85584,1.5555,19.794
6.5451,10.686,75,0.30391,2.3441,124.27
0.27274,4.1427,145,0.24794,0,0
1.7965,23.749,87.664,0.77944,1.8083,127.56
3.0011,9.9397,251.32,1.0284,1.3433,12.097
2.0266,14.42,287.51,1.0554,1.5254,16.495
2.8356,16.258,117.77,1.1344,2.5285,127.56
1.3561,23.629,145.79,0.97202,1.4354,74.779
2.15,15.589,62.947,0.91511,2.1626,98.972
0.26358,4.1427,195,0.36469,0.37024,0
2.1438,8.8538,96.842,1.1134,1.7357,20.894
2.8192,10.886,148.72,-0.61213,0.27667,5.4985
2.1105,24.634,229.1,1.1246,1.2486,12.097
1.0479,5.8505,36.557,1.0132,1.1161,7.6978
1.5652,14.163,233.53,-0.1892,0,0
2.0399,8.8882,304.19,0.91173,1.2729,13.196
2.0269,22.832,336.4,0.79979,1.4917,94.573
6.7003,10.686,45,-0.10005,2.0628,129.76
1.1986,10.297,64.743,-0.94174,0,0
1.0779,7.7931,335.58,-0.75184,0,0
2.2625,9.1591,194.12,0.95075,1.3113,12.097
2.8089,10.314,18.666,-0.42333,0.53565,7.6978
7.6694,11.748,355,0.23282,2.2626,128.66
1.8326,14.936,166.38,-0.50712,0.10677,3.2991
2.2982,13.175,210.96,1.0817,1.4782,15.396
1.2819,13.744,326.08,0.95888,1.4691,14.296
1.9786,19.351,286.12,0.68879,1.0083,10.997
6.5109,12.916,95,-0.00066535,2.3951,128.66
1.5507,14.963,22.346,-0.88699,0.1056,5.4985
9.9393,12.916,5,-0.16617,2.9704,129.76
1.7365,24.218,33.653,1.1449,2.1322,128.66
2.0049,19.812,101.94,0.79833,2.0718,129.76
10.192,14.199,45,0.66212,4.5204,130.86
0.52713,5.5048,115,0.25064,0.29004,2.1994
1.9051,16.15,43.168,-0.68789,0.61767,17.595
3.1896,18.214,332.51,0.87418,2.1173,118.77
0.26707,2.1341,335,0.24867,0,0
1.7242,12.857,106.12,-1.1298,-0.12906,0
6.1207,12.916,185,0.47363,1.5359,20.894
1.6137,12.479,268.56,0.89974,1.1811,10.997
1.8815,19.453,76.07,0.68574,1.9639,128.66
3.1696,11.429,355.46,-0.85686,0.31478,9.8972
3.0525,13.425,306.82,0.52477,1.2484,14.296
1.4771,13.089,132.54,1.1033,1.772,23.094
2.2458,18.057,6.8157,-0.92661,0.55399,15.396
1.4559,10.196,0.45089,1.145,1.6755,20.894
2.298,18.183,239.69,1.0127,1.2519,12.097
4.7891,15.611,145,0.35546,2.1044,127.56
2.5772,11.793,82.435,-0.58398,0.65646,10.997
1.6888,19.887,130.74,1.0778,1.9963,101.17
1.3223,6.6898,55.377,1.2055,1.3976,10.997
2.233,18.606,162.67,1.0399,1.8489,73.679
2.8483,11.324,168.94,0.88334,1.5881,19.794
1.1759,7.9636,137.46,1.126,1.3556,10.997
2.6047,18.528,359.67,0.6286,1.8278,128.66
1.4006,18.428,196.03,0.84883,1.1786,14.296
5.393,8.8411,345,0.3282,1.2938,18.695
1.7421,11.261,284.95,-0.95665,0,0
1.8799,8.3126,78.602,1.2822,1.811,21.994
0.26819,4.1427,175,0.32778,0.33085,0
2.6605,13.897,250.9,0.82589,1.1776,10.997
1.7143,10.031,321.77,1.0729,1.4961,17.595
2.3605,10.872,339.16,1.1059,1.7851,21.994
1.4894,22.691,16.097,0.66831,1.4847,98.972
1.8294,10.184,236.12,-0.94943,0,0
1.7602,19.161,46.136,1.0532,2.3062,128.66
4.6577,8.0418,35,0.29807,1.0976,14.296
3.355,12.193,63.294,1.0517,2.4754,128.66
6.0995,10.686,155,0.5703,1.9031,82.477
1.4463,7.4873,20.179,1.0321,1.3062,12.097
0.67349,8.0418,155,0.2745,0.43702,2.1994
2.7072,18.352,179.7,0.58506,1.1986,18.695
1.1713,13.423,151.03,0.99829,1.5621,18.695
1.5795,8.4541,40.333,-0.89878,0,0
